file_name,type,n_semitones,rate,preset,hpss,y_id,y,preset_id
Media-103715_79_hpss,Samba,1.0,1.0,film standard,1,5,Tango,1
Media-103715_79,Samba,1.0,1.0,film standard,0,2,Quickstep,1
Media-103715_36_hpss,Samba,-1.0,0.7071067811865476,radio,1,6,VienneseWaltz,4
Media-103715_36,Samba,-1.0,0.7071067811865476,radio,0,6,VienneseWaltz,4
Media-103715_108_hpss,Samba,1.0,1.4142135623730951,radio,1,6,VienneseWaltz,4
Media-103715_108,Samba,1.0,1.4142135623730951,radio,0,2,Quickstep,4
Media-103715_46_hpss,Samba,0.0,0.7071067811865476,music light,1,7,Waltz,2
Media-103715_46,Samba,0.0,0.7071067811865476,music light,0,6,VienneseWaltz,2
Media-103715_52_hpss,Samba,1.0,0.7071067811865476,music light,1,7,Waltz,2
Media-103715_52,Samba,1.0,0.7071067811865476,music light,0,5,Tango,2
Media-103715_99_hpss,Samba,-1.0,1.4142135623730951,music standard,1,7,Waltz,3
Media-103715_99,Samba,-1.0,1.4142135623730951,music standard,0,5,Tango,3
Media-103715_145_hpss,Samba,2.0,2.0,film standard,1,2,Quickstep,1
Media-103715_145,Samba,2.0,2.0,film standard,0,2,Quickstep,1
Media-103715_138_hpss,Samba,1.0,2.0,radio,1,6,VienneseWaltz,4
Media-103715_138,Samba,1.0,2.0,radio,0,2,Quickstep,4
Media-103715_84_hpss,Samba,2.0,1.0,radio,1,6,VienneseWaltz,4
Media-103715_84,Samba,2.0,1.0,radio,0,6,VienneseWaltz,4
Media-103715_64_hpss,Samba,-2.0,1.0,music light,1,7,Waltz,2
Media-103715_64,Samba,-2.0,1.0,music light,0,2,Quickstep,2
Media-103715_49_hpss,Samba,1.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-103715_49,Samba,1.0,0.7071067811865476,film standard,0,5,Tango,1
Media-103715_29_hpss,Samba,2.0,0.5,speech,1,7,Waltz,5
Media-103715_29,Samba,2.0,0.5,speech,0,5,Tango,5
Media-103715_118_hpss,Samba,2.0,1.4142135623730951,music light,1,6,VienneseWaltz,2
Media-103715_118,Samba,2.0,1.4142135623730951,music light,0,2,Quickstep,2
Media-103715_129_hpss,Samba,-1.0,2.0,music standard,1,7,Waltz,3
Media-103715_129,Samba,-1.0,2.0,music standard,0,2,Quickstep,3
Media-103715_59_hpss,Samba,2.0,0.7071067811865476,speech,1,5,Tango,5
Media-103715_59,Samba,2.0,0.7071067811865476,speech,0,5,Tango,5
Media-103715_55_hpss,Samba,2.0,0.7071067811865476,film standard,1,5,Tango,1
Media-103715_55,Samba,2.0,0.7071067811865476,film standard,0,5,Tango,1
Media-103715_53_hpss,Samba,1.0,0.7071067811865476,speech,1,7,Waltz,5
Media-103715_53,Samba,1.0,0.7071067811865476,speech,0,5,Tango,5
Media-103715_133_hpss,Samba,0.0,2.0,film standard,1,7,Waltz,1
Media-103715_133,Samba,0.0,2.0,film standard,0,2,Quickstep,1
Media-103715_95_hpss,Samba,-2.0,1.4142135623730951,speech,1,7,Waltz,5
Media-103715_95,Samba,-2.0,1.4142135623730951,speech,0,2,Quickstep,5
Media-103715_35_hpss,Samba,-2.0,0.7071067811865476,speech,1,7,Waltz,5
Media-103715_35,Samba,-2.0,0.7071067811865476,speech,0,5,Tango,5
Media-103715_26_hpss,Samba,2.0,0.5,film light,1,7,Waltz,0
Media-103715_26,Samba,2.0,0.5,film light,0,5,Tango,0
Media-103715_34_hpss,Samba,-2.0,0.7071067811865476,music light,1,7,Waltz,2
Media-103715_34,Samba,-2.0,0.7071067811865476,music light,0,5,Tango,2
Media-103715_140_hpss,Samba,1.0,2.0,film light,1,5,Tango,0
Media-103715_140,Samba,1.0,2.0,film light,0,2,Quickstep,0
Media-103715_148_hpss,Samba,2.0,2.0,music light,1,2,Quickstep,2
Media-103715_148,Samba,2.0,2.0,music light,0,2,Quickstep,2
Media-103715_124_hpss,Samba,-2.0,2.0,music light,1,5,Tango,2
Media-103715_124,Samba,-2.0,2.0,music light,0,2,Quickstep,2
Media-103715_14_hpss,Samba,0.0,0.5,film light,1,7,Waltz,0
Media-103715_14,Samba,0.0,0.5,film light,0,5,Tango,0
Media-103715_101_hpss,Samba,-1.0,1.4142135623730951,speech,1,7,Waltz,5
Media-103715_101,Samba,-1.0,1.4142135623730951,speech,0,5,Tango,5
Media-103715_12_hpss,Samba,0.0,0.5,radio,1,6,VienneseWaltz,4
Media-103715_12,Samba,0.0,0.5,radio,0,6,VienneseWaltz,4
Media-103715_11_hpss,Samba,-1.0,0.5,speech,1,7,Waltz,5
Media-103715_11,Samba,-1.0,0.5,speech,0,5,Tango,5
Media-103715_37_hpss,Samba,-1.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-103715_37,Samba,-1.0,0.7071067811865476,film standard,0,5,Tango,1
Media-103715_47_hpss,Samba,0.0,0.7071067811865476,speech,1,7,Waltz,5
Media-103715_47,Samba,0.0,0.7071067811865476,speech,0,6,VienneseWaltz,5
Media-103715_146_hpss,Samba,2.0,2.0,film light,1,2,Quickstep,0
Media-103715_146,Samba,2.0,2.0,film light,0,2,Quickstep,0
Media-103715_97_hpss,Samba,-1.0,1.4142135623730951,film standard,1,7,Waltz,1
Media-103715_97,Samba,-1.0,1.4142135623730951,film standard,0,5,Tango,1
Media-103715_25_hpss,Samba,2.0,0.5,film standard,1,7,Waltz,1
Media-103715_25,Samba,2.0,0.5,film standard,0,5,Tango,1
Media-103715_81_hpss,Samba,1.0,1.0,music standard,1,5,Tango,3
Media-103715_81,Samba,1.0,1.0,music standard,0,2,Quickstep,3
Media-103715_43_hpss,Samba,0.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-103715_43,Samba,0.0,0.7071067811865476,film standard,0,6,VienneseWaltz,1
Media-103715_113_hpss,Samba,1.0,1.4142135623730951,speech,1,5,Tango,5
Media-103715_113,Samba,1.0,1.4142135623730951,speech,0,2,Quickstep,5
Media-103715_117_hpss,Samba,2.0,1.4142135623730951,music standard,1,5,Tango,3
Media-103715_117,Samba,2.0,1.4142135623730951,music standard,0,2,Quickstep,3
Media-103715_32_hpss,Samba,-2.0,0.7071067811865476,film light,1,7,Waltz,0
Media-103715_32,Samba,-2.0,0.7071067811865476,film light,0,5,Tango,0
Media-103715_92_hpss,Samba,-2.0,1.4142135623730951,film light,1,7,Waltz,0
Media-103715_92,Samba,-2.0,1.4142135623730951,film light,0,2,Quickstep,0
Media-103715_24_hpss,Samba,2.0,0.5,radio,1,6,VienneseWaltz,4
Media-103715_24,Samba,2.0,0.5,radio,0,6,VienneseWaltz,4
Media-103715_96_hpss,Samba,-1.0,1.4142135623730951,radio,1,6,VienneseWaltz,4
Media-103715_96,Samba,-1.0,1.4142135623730951,radio,0,5,Tango,4
Media-103715_98_hpss,Samba,-1.0,1.4142135623730951,film light,1,7,Waltz,0
Media-103715_98,Samba,-1.0,1.4142135623730951,film light,0,5,Tango,0
Media-103715_73_hpss,Samba,0.0,1.0,film standard,1,5,Tango,1
Media-103715_73,Samba,0.0,1.0,film standard,0,2,Quickstep,1
Media-103715_121_hpss,Samba,-2.0,2.0,film standard,1,5,Tango,1
Media-103715_121,Samba,-2.0,2.0,film standard,0,2,Quickstep,1
Media-103715_110_hpss,Samba,1.0,1.4142135623730951,film light,1,5,Tango,0
Media-103715_110,Samba,1.0,1.4142135623730951,film light,0,2,Quickstep,0
Media-103715_28_hpss,Samba,2.0,0.5,music light,1,7,Waltz,2
Media-103715_28,Samba,2.0,0.5,music light,0,5,Tango,2
Media-103715_144_hpss,Samba,2.0,2.0,radio,1,6,VienneseWaltz,4
Media-103715_144,Samba,2.0,2.0,radio,0,2,Quickstep,4
Media-103715_94_hpss,Samba,-2.0,1.4142135623730951,music light,1,7,Waltz,2
Media-103715_94,Samba,-2.0,1.4142135623730951,music light,0,2,Quickstep,2
Media-103715_22_hpss,Samba,1.0,0.5,music light,1,7,Waltz,2
Media-103715_22,Samba,1.0,0.5,music light,0,5,Tango,2
Media-103715_106_hpss,Samba,0.0,1.4142135623730951,music light,1,6,VienneseWaltz,2
Media-103715_106,Samba,0.0,1.4142135623730951,music light,0,2,Quickstep,2
Media-103715_85_hpss,Samba,2.0,1.0,film standard,1,5,Tango,1
Media-103715_85,Samba,2.0,1.0,film standard,0,2,Quickstep,1
Media-103715_134_hpss,Samba,0.0,2.0,film light,1,7,Waltz,0
Media-103715_134,Samba,0.0,2.0,film light,0,2,Quickstep,0
Media-103715_00_hpss,Samba,-2.0,0.5,radio,1,6,VienneseWaltz,4
Media-103715_00,Samba,-2.0,0.5,radio,0,6,VienneseWaltz,4
Media-103715_42_hpss,Samba,0.0,0.7071067811865476,radio,1,6,VienneseWaltz,4
Media-103715_42,Samba,0.0,0.7071067811865476,radio,0,6,VienneseWaltz,4
Media-103715_68_hpss,Samba,-1.0,1.0,film light,1,7,Waltz,0
Media-103715_68,Samba,-1.0,1.0,film light,0,2,Quickstep,0
Media-103715_122_hpss,Samba,-2.0,2.0,film light,1,5,Tango,0
Media-103715_122,Samba,-2.0,2.0,film light,0,2,Quickstep,0
Media-103715_61_hpss,Samba,-2.0,1.0,film standard,1,7,Waltz,1
Media-103715_61,Samba,-2.0,1.0,film standard,0,2,Quickstep,1
Media-103715_03_hpss,Samba,-2.0,0.5,music standard,1,7,Waltz,3
Media-103715_03,Samba,-2.0,0.5,music standard,0,5,Tango,3
Media-103715_88_hpss,Samba,2.0,1.0,music light,1,5,Tango,2
Media-103715_88,Samba,2.0,1.0,music light,0,6,VienneseWaltz,2
Media-103715_120_hpss,Samba,-2.0,2.0,radio,1,6,VienneseWaltz,4
Media-103715_120,Samba,-2.0,2.0,radio,0,6,VienneseWaltz,4
Media-103715_75_hpss,Samba,0.0,1.0,music standard,1,5,Tango,3
Media-103715_75,Samba,0.0,1.0,music standard,0,2,Quickstep,3
Media-103715_15_hpss,Samba,0.0,0.5,music standard,1,7,Waltz,3
Media-103715_15,Samba,0.0,0.5,music standard,0,7,Waltz,3
Media-103715_77_hpss,Samba,0.0,1.0,speech,1,5,Tango,5
Media-103715_77,Samba,0.0,1.0,speech,0,2,Quickstep,5
Media-103715_33_hpss,Samba,-2.0,0.7071067811865476,music standard,1,7,Waltz,3
Media-103715_33,Samba,-2.0,0.7071067811865476,music standard,0,5,Tango,3
Media-103715_02_hpss,Samba,-2.0,0.5,film light,1,7,Waltz,0
Media-103715_02,Samba,-2.0,0.5,film light,0,5,Tango,0
Media-103715_93_hpss,Samba,-2.0,1.4142135623730951,music standard,1,7,Waltz,3
Media-103715_93,Samba,-2.0,1.4142135623730951,music standard,0,2,Quickstep,3
Media-103715_71_hpss,Samba,-1.0,1.0,speech,1,7,Waltz,5
Media-103715_71,Samba,-1.0,1.0,speech,0,2,Quickstep,5
Media-103715_112_hpss,Samba,1.0,1.4142135623730951,music light,1,6,VienneseWaltz,2
Media-103715_112,Samba,1.0,1.4142135623730951,music light,0,2,Quickstep,2
Media-103715_130_hpss,Samba,-1.0,2.0,music light,1,7,Waltz,2
Media-103715_130,Samba,-1.0,2.0,music light,0,2,Quickstep,2
Media-103715_41_hpss,Samba,-1.0,0.7071067811865476,speech,1,7,Waltz,5
Media-103715_41,Samba,-1.0,0.7071067811865476,speech,0,5,Tango,5
Media-103715_58_hpss,Samba,2.0,0.7071067811865476,music light,1,5,Tango,2
Media-103715_58,Samba,2.0,0.7071067811865476,music light,0,5,Tango,2
Media-103715_39_hpss,Samba,-1.0,0.7071067811865476,music standard,1,7,Waltz,3
Media-103715_39,Samba,-1.0,0.7071067811865476,music standard,0,5,Tango,3
Media-103715_149_hpss,Samba,2.0,2.0,speech,1,2,Quickstep,5
Media-103715_149,Samba,2.0,2.0,speech,0,2,Quickstep,5
Media-103715_27_hpss,Samba,2.0,0.5,music standard,1,7,Waltz,3
Media-103715_27,Samba,2.0,0.5,music standard,0,5,Tango,3
Media-103715_142_hpss,Samba,1.0,2.0,music light,1,5,Tango,2
Media-103715_142,Samba,1.0,2.0,music light,0,2,Quickstep,2
Media-103715_86_hpss,Samba,2.0,1.0,film light,1,5,Tango,0
Media-103715_86,Samba,2.0,1.0,film light,0,2,Quickstep,0
Media-103715_65_hpss,Samba,-2.0,1.0,speech,1,7,Waltz,5
Media-103715_65,Samba,-2.0,1.0,speech,0,2,Quickstep,5
Media-103715_127_hpss,Samba,-1.0,2.0,film standard,1,7,Waltz,1
Media-103715_127,Samba,-1.0,2.0,film standard,0,2,Quickstep,1
Media-103715_63_hpss,Samba,-2.0,1.0,music standard,1,7,Waltz,3
Media-103715_63,Samba,-2.0,1.0,music standard,0,2,Quickstep,3
Media-103715_51_hpss,Samba,1.0,0.7071067811865476,music standard,1,7,Waltz,3
Media-103715_51,Samba,1.0,0.7071067811865476,music standard,0,5,Tango,3
Media-103715_76_hpss,Samba,0.0,1.0,music light,1,5,Tango,2
Media-103715_76,Samba,0.0,1.0,music light,0,6,VienneseWaltz,2
Media-103715_67_hpss,Samba,-1.0,1.0,film standard,1,7,Waltz,1
Media-103715_67,Samba,-1.0,1.0,film standard,0,2,Quickstep,1
Media-103715_69_hpss,Samba,-1.0,1.0,music standard,1,7,Waltz,3
Media-103715_69,Samba,-1.0,1.0,music standard,0,2,Quickstep,3
Media-103715_31_hpss,Samba,-2.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-103715_31,Samba,-2.0,0.7071067811865476,film standard,0,5,Tango,1
Media-103715_06_hpss,Samba,-1.0,0.5,radio,1,6,VienneseWaltz,4
Media-103715_06,Samba,-1.0,0.5,radio,0,6,VienneseWaltz,4
Media-103715_132_hpss,Samba,0.0,2.0,radio,1,6,VienneseWaltz,4
Media-103715_132,Samba,0.0,2.0,radio,0,2,Quickstep,4
Media-103715_89_hpss,Samba,2.0,1.0,speech,1,5,Tango,5
Media-103715_89,Samba,2.0,1.0,speech,0,2,Quickstep,5
Media-103715_19_hpss,Samba,1.0,0.5,film standard,1,7,Waltz,1
Media-103715_19,Samba,1.0,0.5,film standard,0,5,Tango,1
Media-103715_48_hpss,Samba,1.0,0.7071067811865476,radio,1,6,VienneseWaltz,4
Media-103715_48,Samba,1.0,0.7071067811865476,radio,0,5,Tango,4
Media-103715_05_hpss,Samba,-2.0,0.5,speech,1,7,Waltz,5
Media-103715_05,Samba,-2.0,0.5,speech,0,5,Tango,5
Media-103715_56_hpss,Samba,2.0,0.7071067811865476,film light,1,5,Tango,0
Media-103715_56,Samba,2.0,0.7071067811865476,film light,0,5,Tango,0
Media-103715_09_hpss,Samba,-1.0,0.5,music standard,1,7,Waltz,3
Media-103715_09,Samba,-1.0,0.5,music standard,0,5,Tango,3
Media-103715_57_hpss,Samba,2.0,0.7071067811865476,music standard,1,5,Tango,3
Media-103715_57,Samba,2.0,0.7071067811865476,music standard,0,5,Tango,3
Media-103715_04_hpss,Samba,-2.0,0.5,music light,1,7,Waltz,2
Media-103715_04,Samba,-2.0,0.5,music light,0,5,Tango,2
Media-103715_80_hpss,Samba,1.0,1.0,film light,1,5,Tango,0
Media-103715_80,Samba,1.0,1.0,film light,0,2,Quickstep,0
Media-103715_87_hpss,Samba,2.0,1.0,music standard,1,5,Tango,3
Media-103715_87,Samba,2.0,1.0,music standard,0,2,Quickstep,3
Media-103715_137_hpss,Samba,0.0,2.0,speech,1,7,Waltz,5
Media-103715_137,Samba,0.0,2.0,speech,0,2,Quickstep,5
Media-103715_23_hpss,Samba,1.0,0.5,speech,1,7,Waltz,5
Media-103715_23,Samba,1.0,0.5,speech,0,5,Tango,5
Media-103715_91_hpss,Samba,-2.0,1.4142135623730951,film standard,1,7,Waltz,1
Media-103715_91,Samba,-2.0,1.4142135623730951,film standard,0,2,Quickstep,1
Media-103715_20_hpss,Samba,1.0,0.5,film light,1,7,Waltz,0
Media-103715_20,Samba,1.0,0.5,film light,0,5,Tango,0
Media-103715_82_hpss,Samba,1.0,1.0,music light,1,5,Tango,2
Media-103715_82,Samba,1.0,1.0,music light,0,2,Quickstep,2
Media-103715_131_hpss,Samba,-1.0,2.0,speech,1,7,Waltz,5
Media-103715_131,Samba,-1.0,2.0,speech,0,2,Quickstep,5
Media-103715_128_hpss,Samba,-1.0,2.0,film light,1,7,Waltz,0
Media-103715_128,Samba,-1.0,2.0,film light,0,2,Quickstep,0
Media-103715_78_hpss,Samba,1.0,1.0,radio,1,6,VienneseWaltz,4
Media-103715_78,Samba,1.0,1.0,radio,0,6,VienneseWaltz,4
Media-103715_01_hpss,Samba,-2.0,0.5,film standard,1,7,Waltz,1
Media-103715_01,Samba,-2.0,0.5,film standard,0,5,Tango,1
Media-103715_116_hpss,Samba,2.0,1.4142135623730951,film light,1,5,Tango,0
Media-103715_116,Samba,2.0,1.4142135623730951,film light,0,2,Quickstep,0
Media-103715_16_hpss,Samba,0.0,0.5,music light,1,7,Waltz,2
Media-103715_16,Samba,0.0,0.5,music light,0,6,VienneseWaltz,2
Media-103715_123_hpss,Samba,-2.0,2.0,music standard,1,5,Tango,3
Media-103715_123,Samba,-2.0,2.0,music standard,0,2,Quickstep,3
Media-103715_83_hpss,Samba,1.0,1.0,speech,1,5,Tango,5
Media-103715_83,Samba,1.0,1.0,speech,0,2,Quickstep,5
Media-103715_17_hpss,Samba,0.0,0.5,speech,1,7,Waltz,5
Media-103715_17,Samba,0.0,0.5,speech,0,7,Waltz,5
Media-103715_135_hpss,Samba,0.0,2.0,music standard,1,7,Waltz,3
Media-103715_135,Samba,0.0,2.0,music standard,0,2,Quickstep,3
Media-103715_21_hpss,Samba,1.0,0.5,music standard,1,7,Waltz,3
Media-103715_21,Samba,1.0,0.5,music standard,0,5,Tango,3
Media-103715_125_hpss,Samba,-2.0,2.0,speech,1,5,Tango,5
Media-103715_125,Samba,-2.0,2.0,speech,0,2,Quickstep,5
Media-103715_105_hpss,Samba,0.0,1.4142135623730951,music standard,1,5,Tango,3
Media-103715_105,Samba,0.0,1.4142135623730951,music standard,0,2,Quickstep,3
Media-105002_92_hpss,Waltz,-2.0,1.4142135623730951,film light,1,7,Waltz,0
Media-105002_92,Waltz,-2.0,1.4142135623730951,film light,0,7,Waltz,0
Media-105002_23_hpss,Waltz,1.0,0.5,speech,1,7,Waltz,5
Media-105002_23,Waltz,1.0,0.5,speech,0,7,Waltz,5
Media-105002_37_hpss,Waltz,-1.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-105002_37,Waltz,-1.0,0.7071067811865476,film standard,0,7,Waltz,1
Media-105002_16_hpss,Waltz,0.0,0.5,music light,1,7,Waltz,2
Media-105002_16,Waltz,0.0,0.5,music light,0,7,Waltz,2
Media-105002_44_hpss,Waltz,0.0,0.7071067811865476,film light,1,7,Waltz,0
Media-105002_44,Waltz,0.0,0.7071067811865476,film light,0,7,Waltz,0
Media-105002_110_hpss,Waltz,1.0,1.4142135623730951,film light,1,7,Waltz,0
Media-105002_110,Waltz,1.0,1.4142135623730951,film light,0,7,Waltz,0
Media-105002_122_hpss,Waltz,-2.0,2.0,film light,1,7,Waltz,0
Media-105002_122,Waltz,-2.0,2.0,film light,0,7,Waltz,0
Media-105002_00_hpss,Waltz,-2.0,0.5,radio,1,7,Waltz,4
Media-105002_00,Waltz,-2.0,0.5,radio,0,7,Waltz,4
Media-105002_123_hpss,Waltz,-2.0,2.0,music standard,1,7,Waltz,3
Media-105002_123,Waltz,-2.0,2.0,music standard,0,7,Waltz,3
Media-105002_65_hpss,Waltz,-2.0,1.0,speech,1,7,Waltz,5
Media-105002_65,Waltz,-2.0,1.0,speech,0,7,Waltz,5
Media-105002_26_hpss,Waltz,2.0,0.5,film light,1,7,Waltz,0
Media-105002_26,Waltz,2.0,0.5,film light,0,7,Waltz,0
Media-105002_118_hpss,Waltz,2.0,1.4142135623730951,music light,1,7,Waltz,2
Media-105002_118,Waltz,2.0,1.4142135623730951,music light,0,7,Waltz,2
Media-105002_106_hpss,Waltz,0.0,1.4142135623730951,music light,1,7,Waltz,2
Media-105002_106,Waltz,0.0,1.4142135623730951,music light,0,7,Waltz,2
Media-105002_71_hpss,Waltz,-1.0,1.0,speech,1,7,Waltz,5
Media-105002_71,Waltz,-1.0,1.0,speech,0,7,Waltz,5
Media-105002_129_hpss,Waltz,-1.0,2.0,music standard,1,7,Waltz,3
Media-105002_129,Waltz,-1.0,2.0,music standard,0,7,Waltz,3
Media-105002_53_hpss,Waltz,1.0,0.7071067811865476,speech,1,7,Waltz,5
Media-105002_53,Waltz,1.0,0.7071067811865476,speech,0,7,Waltz,5
Media-105002_09_hpss,Waltz,-1.0,0.5,music standard,1,7,Waltz,3
Media-105002_09,Waltz,-1.0,0.5,music standard,0,7,Waltz,3
Media-105002_134_hpss,Waltz,0.0,2.0,film light,1,7,Waltz,0
Media-105002_134,Waltz,0.0,2.0,film light,0,7,Waltz,0
Media-105002_75_hpss,Waltz,0.0,1.0,music standard,1,7,Waltz,3
Media-105002_75,Waltz,0.0,1.0,music standard,0,7,Waltz,3
Media-105002_43_hpss,Waltz,0.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-105002_43,Waltz,0.0,0.7071067811865476,film standard,0,7,Waltz,1
Media-105002_138_hpss,Waltz,1.0,2.0,radio,1,7,Waltz,4
Media-105002_138,Waltz,1.0,2.0,radio,0,6,VienneseWaltz,4
Media-105002_14_hpss,Waltz,0.0,0.5,film light,1,7,Waltz,0
Media-105002_14,Waltz,0.0,0.5,film light,0,7,Waltz,0
Media-105002_116_hpss,Waltz,2.0,1.4142135623730951,film light,1,7,Waltz,0
Media-105002_116,Waltz,2.0,1.4142135623730951,film light,0,7,Waltz,0
Media-105002_21_hpss,Waltz,1.0,0.5,music standard,1,7,Waltz,3
Media-105002_21,Waltz,1.0,0.5,music standard,0,7,Waltz,3
Media-105002_49_hpss,Waltz,1.0,0.7071067811865476,film standard,1,7,Waltz,1
Media-105002_49,Waltz,1.0,0.7071067811865476,film standard,0,7,Waltz,1
Media-105002_03_hpss,Waltz,-2.0,0.5,music standard,1,7,Waltz,3
Media-105002_03,Waltz,-2.0,0.5,music standard,0,7,Waltz,3
Media-105002_105_hpss,Waltz,0.0,1.4142135623730951,music standard,1,7,Waltz,3
